source,target,weight
elpais.com,laopinion.es,19
elpais.com,laopiniondegranada.es,19
kwqc.com,wbay.com,19
chron.com,us.rd.yahoo.com,19
ananova.com,halifaxcourier.co.uk,19
halifaxcourier.co.uk,icnewcastle.icnetwork.co.uk,19
ajc.com,hosted.ap.org,19
cbsnews.com,tdn.com,19
ad-hoc-news.de,marketwatch.com,19
24dash.com,uk.news.yahoo.com,19
brighousetoday.co.uk,louthleader.co.uk,19
dailypost.co.uk,marketrasentoday.co.uk,19
in.reuters.com,thestar.com.my,19
feeds.sfgate.com,statesman.com,19
aeiou.expresso.pt,destak.pt,19
sun-sentinel.com,timesdaily.com,19
abc.es,laprovincia.es,19
ad-hoc-news.de,rp-online.de,19
dailyadvance.com,salon.com,19
icnewcastle.icnetwork.co.uk,louthleader.co.uk,19
salon.com,sun-sentinel.com,19
earthtimes.org,investegate.co.uk,19
abc3340.com,heraldonline.com,19
louthleader.co.uk,sundaysun.co.uk,19
journallive.co.uk,sportinglife.com,19
sports.in.msn.com,thehindu.com,19
bismarcktribune.com,heraldonline.com,19
cbsnews.com,napavalleyregister.com,19
gulflive.com,statesman.com,19
diariodemallorca.es,lavanguardia.es,19
gulflive.com,seattlepi.com,19
philly.com,wtkr.com,19
azfamily.com,npr.org,19
buffalonews.com,khou.com,19
buffalonews.com,npr.org,19
daytondailynews.com,npr.org,19
khou.com,kstp.com,19
kstp.com,npr.org,19
kstp.com,pe.com,19
kstp.com,seattlepi.com,19
npr.org,pe.com,19
npr.org,sacbee.com,19
npr.org,seattlepi.com,19
feeds.reuters.com,uk.reuters.com,18
bbc.co.uk,it-director.com,18
bnd.com,huffingtonpost.com,18
boston.com,wtopnews.com,18
chippewa.com,usatoday.com,18
examiner.com,mywesttexas.com,18
google.com,wbt.com,18
guardian.co.uk,journaltimes.com,18
napavalleyregister.com,startribune.com,18
washingtonpost.com,washingtontimes.com,18
brighousetoday.co.uk,uk.news.yahoo.com,18
ctv.ca,images.forbes.com,18
uk.reuters.com,zeenews.com,18
azfamily.com,breitbart.com,18
columbiamissourian.com,daytondailynews.com,18
columbiamissourian.com,herald-zeitung.com,18
dailyherald.com,kentucky.com,18
gulflive.com,ledger-enquirer.com,18
gulflive.com,wsbradio.com,18
napavalleyregister.com,rutlandherald.com,18
chippewa.com,ksl.com,18
ksl.com,mywesttexas.com,18
forbes.com,npr.org,18
azfamily.com,washingtonpost.com,18
buffalonews.com,washingtonpost.com,18
images.salon.com,rssfeeds.usatoday.com,18
rssfeeds.usatoday.com,salon.com,18
salon.com,tucsoncitizen.com,18
google.com,siouxcityjournal.com,18
huffingtonpost.com,zeenews.com,18
nwitimes.com,startribune.com,18
bismarcktribune.com,siouxcityjournal.com,18
blueridgenow.com,huffingtonpost.com,18
blueridgenow.com,tdn.com,18
blueridgenow.com,wbt.com,18
boston.com,thetimesonline.com,18
casperstartribune.net,journaltimes.com,18
casperstartribune.net,rapidcityjournal.com,18
images.forbes.com,napavalleyregister.com,18
images.forbes.com,nwitimes.com,18
seattletimes.nwsource.com,tdn.com,18
heraldonline.com,washingtontimes.com,18
chronicle.augusta.com,startribune.com,18
canadianbusiness.com,forbes.com,18
seattletimes.nwsource.com,www2.journalnow.com,18
theaustralian.news.com.au,timesoftheinternet.com,18
businessweek.com,philly.com,18
columbiamissourian.com,images.forbes.com,18
tdn.com,wral.com,18
bismarcktribune.com,pantagraph.com,18
casperstartribune.net,pantagraph.com,18
freep.com,tucsoncitizen.com,18
herald-zeitung.com,pantagraph.com,18
journalstar.com,phillyburbs.com,18
abc3340.com,daytondailynews.com,18
casperstartribune.net,daytondailynews.com,18
chippewa.com,herald-zeitung.com,18
washingtonpost.com,wsbradio.com,18
blueridgenow.com,herald-zeitung.com,18
breitbart.com,wvgazette.com,18
images.salon.com,wvgazette.com,18
pantagraph.com,wbt.com,18
wbt.com,wvgazette.com,18
forum.prisonplanet.com,sunjournal.com,18
businessweek.com,media.idahostatesman.com,18
chron.com,kentucky.com,18
ksby.com,localnews8.com,18
toronto.cbc.ca,vancouver.cbc.ca,18
in.news.yahoo.com,in.reuters.com,18
uk.reuters.com,washingtonpost.com,18
canadaeast.com,philly.com,18
guardian.co.uk,lep.co.uk,18
hounslowchronicle.co.uk,lep.co.uk,18
ichuddersfield.icnetwork.co.uk,lep.co.uk,18
clkurl.com,feeds.sfgate.com,18
bloomberg.com,financialpost.com,18
eden.yourguide.com.au,narromine.yourguide.com.au,18
merimbula.yourguide.com.au,narromine.yourguide.com.au,18
forbes.com,latimes.com,18
breitbart.com,wtopnews.com,18
media.adn.com,reflector.com,18
elecodiario.es,lasprovincias.es,18
origin.theaustralian.news.com.au,uk.news.yahoo.com,18
breitbart.com,pe.com,18
clkurl.com,mercedsunstar.com,18
columbiamissourian.com,fresnobee.com,18
freep.com,images.salon.com,18
freep.com,phillyburbs.com,18
freep.com,salon.com,18
huffingtonpost.com,mercedsunstar.com,18
images.forbes.com,kentucky.com,18
kansascity.com,mercedsunstar.com,18
mercedsunstar.com,salon.com,18
mercedsunstar.com,timesdaily.com,18
pe.com,philly.com,18
911blogger.com,forums.allaboutjazz.com,18
911blogger.com,sos-at.blogspot.com,18
ksby.com,salon.com,18
sportinglife.com,telegraph.co.uk,18
bellinghamherald.com,palmbeachpost.com,18
feeds.sfgate.com,palmbeachpost.com,18
feeds.sfgate.com,us.rd.yahoo.com,18
idahostatesman.com,palmbeachpost.com,18
media.adn.com,palmbeachpost.com,18
palmbeachpost.com,philly.com,18
palmbeachpost.com,phillyburbs.com,18
baltimoresun.com,heraldonline.com,18
baltimoresun.com,media.idahostatesman.com,18
clkurl.com,ksl.com,18
idahostatesman.com,wtopnews.com,18
kansascity.com,news.yahoo.com,18
forbes.com,rockymounttelegram.com,18
kansascity.com,miamiherald.com,18
kentucky.com,newsobserver.com,18
hindustantimes.com,timesofindia.indiatimes.com,18
feeds.sfgate.com,wbt.com,18
fresnobee.com,wcfcourier.com,18
news.sympatico.msn.cbc.ca,startribune.com,18
diariodemallorca.es,elpais.com,18
diarioinformacion.com,elmundo.es,18
elmundo.es,laopiniondegranada.es,18
elpais.com,farodevigo.es,18
chippewa.com,statesman.com,18
wbay.com,wlox.com,18
dnj.midsouthnews.com,newsobserver.com,18
birminghammail.net,halifaxcourier.co.uk,18
brighousetoday.co.uk,guardian.co.uk,18
chroniclelive.co.uk,halifaxcourier.co.uk,18
halifaxcourier.co.uk,journallive.co.uk,18
halifaxcourier.co.uk,mirror.co.uk,18
chron.com,newsvine.com,18
digitalproducer.com,earthtimes.org,18
icwolverhampton.icnetwork.co.uk,louthleader.co.uk,18
journallive.co.uk,louthleader.co.uk,18
liverpoolecho.co.uk,louthleader.co.uk,18
liverpoolecho.co.uk,marketrasentoday.co.uk,18
marketrasentoday.co.uk,mirror.co.uk,18
breakingnews.ie,football.co.uk,18
huffingtonpost.com,sltrib.com,18
bnd.com,seattlepi.com,18
buffalonews.com,miamiherald.com,18
mcall.com,statesman.com,18
dailyadvance.com,kansascity.com,18
dailyadvance.com,startribune.com,18
hosted.ap.org,seattlepi.com,18
laopinion.es,lavanguardia.es,18
brandonsun.com,google.com,18
nhl.com,us.rd.yahoo.com,18
broadcastingcable.com,broadcastnewsroom.com,18
broadcastingcable.com,digitalproducer.com,18
kcchronicle.com,us.rd.yahoo.com,18
kcchronicle.com,morrisdailyherald.com,18
breakingnews.ie,givemefootball.com,18
givemefootball.com,sportinglife.com,18
forbes.com,sun-sentinel.com,18
huffingtonpost.com,sun-sentinel.com,18
nt.se,www2.unt.se:80,18
abc.es,laopiniondemurcia.es,18
diariodemallorca.es,rtve.es,18
laopiniondegranada.es,rtve.es,18
laopiniondemalaga.es,rtve.es,18
examiner.com,images.salon.com,18
examiner.com,salon.com,18
examiner.com,seattlepi.com,18
news.yahoo.com,tdn.com,18
feeds.sfgate.com,ledger-enquirer.com,18
feeds.sfgate.com,npr.org,18
feeds.sfgate.com,timesdaily.com,18
bismarcktribune.com,media.idahostatesman.com,18
fresnobee.com,khou.com,18
kansascity.com,npr.org,18
gospodarka.gazeta.pl,klik.pb.pl,18
aeiou.visao.pt,ultimahora.publico.clix.pt,18
euractiv.com,reuters.com,17
euractiv.com,us.rd.yahoo.com,17
boston.com,usatoday.com,17
cbs3.com,kdka.com,17
google.com,journaltimes.com,17
google.com,mywesttexas.com,17
google.com,rapidcityjournal.com,17
boston.com,feeds.reuters.com,17
brighousetoday.co.uk,lep.co.uk,17
dailyherald.com,daytondailynews.com,17
dailyherald.com,moneycentral.msn.com,17
images.forbes.com,sfgate.com,17
digitalprosound.com,uk.news.yahoo.com,17
economictimes.indiatimes.com,reuters.com,17
economictimes.indiatimes.com,uk.news.yahoo.com,17
postchronicle.com,zeenews.com,17
boston.com,newsmax.com,17
adn.com,azfamily.com,17
bellinghamherald.com,gulflive.com,17
bellinghamherald.com,usatoday.com,17
bnd.com,kentucky.com,17
forbes.com,the-dispatch.com,17
herald-zeitung.com,idahostatesman.com,17
herald-zeitung.com,media.adn.com,17
freep.com,tuscaloosanews.com,17
kansascity.com,msnbc.msn.com,17
msnbc.msn.com,napavalleyregister.com,17
bellinghamherald.com,wcfcourier.com,17
forbes.com,timesanddemocrat.com,17
tdn.com,tucsoncitizen.com,17
timesanddemocrat.com,wcfcourier.com,17
cbs3.com,ksl.com,17
abc.net.au,au.rd.yahoo.com,17
foxnews.com,images.forbes.com,17
guardian.co.uk,www2.journalnow.com,17
images.forbes.com,www2.journalnow.com,17
ksl.com,wbt.com,17
columbian.com,moneycentral.msn.com,17
columbian.com,wcfcourier.com,17
google.com,nwitimes.com,17
ksl.com,tri-cityherald.com,17
marketplace.publicradio.org,thetimesonline.com,17
pe.com,tdn.com,17
siouxcityjournal.com,startribune.com,17
carrollcounty.com,forbes.com,17
forbes.com,zeenews.com,17
blueridgenow.com,philly.com,17
breitbart.com,journalstar.com,17
journalstar.com,thetimesonline.com,17
mywesttexas.com,philly.com,17
napavalleyregister.com,philly.com,17
guardian.co.uk,tucsoncitizen.com,17
images.forbes.com,tucsoncitizen.com,17
timesdaily.com,tucsoncitizen.com,17
forbes.com,msnbc.msn.com,17
nzherald.co.nz,subs.nzherald.co.nz,17
chronicle.augusta.com,tdn.com,17
columbiamissourian.com,www2.journalnow.com,17
iafrica.com,uk.news.yahoo.com,17
abc.es,rtve.es,17
abc3340.com,chippewa.com,17
abc3340.com,wcfcourier.com,17
businessweek.com,huffingtonpost.com,17
chicagotribune.com,philly.com,17
huffingtonpost.com,msnbc.msn.com,17
iccheshireonline.icnetwork.co.uk,walesonline.co.uk,17
iccoventry.icnetwork.co.uk,uk.news.yahoo.com,17
daytondailynews.com,tdn.com,17
huffingtonpost.com,theday.com,17
jg-tc.com,pantagraph.com,17
pantagraph.com,sacbee.com,17
kansascity.com,sltrib.com,17
ajc.com,mcall.com,17
baltimoresun.com,salon.com,17
pr-inside.com,thevelvethottub.com,17
business.smh.com.au,business.theage.com.au,17
clkurl.com,newsmax.com,17
newsmax.com,phillyburbs.com,17
businessweek.com,statesman.com,17
focus.de,rp-online.de,17
news.theage.com.au,soccerway.com,17
boston.com,ca.rd.yahoo.com,17
guardian.co.uk,news1130.com,17
chesterchronicle.co.uk,lep.co.uk,17
dailypost.co.uk,ellesmereportstandard.co.uk,17
ellesmereportstandard.co.uk,hounslowchronicle.co.uk,17
24dash.com,hounslowchronicle.co.uk,17
24dash.com,ichuddersfield.icnetwork.co.uk,17
news.sympatico.msn.cbc.ca,newsvine.com,17
huffingtonpost.com,the-dispatch.com,17
huffingtonpost.com,townhall.com,17
news.bbc.co.uk,uk.news.yahoo.com,17
news.com.au,timesofindia.indiatimes.com,17
chippewa.com,sltrib.com,17
azcentral.com,detnews.com,17
centredaily.com,forbes.com,17
msnbc.msn.com,postchronicle.com,17
moneycentral.msn.com,statesman.com,17
dailyadvance.com,philly.com,17
breakingnews.nypost.com,huffingtonpost.com,17
breakingnews.nypost.com,wbt.com,17
breitbart.com,freep.com,17
breitbart.com,mercedsunstar.com,17
gulflive.com,hosted.ap.org,17
kentucky.com,moneycentral.msn.com,17
kold.com,salon.com,17
miamiherald.com,wtopnews.com,17
baltimoresun.com,idahostatesman.com,17
baltimoresun.com,phillyburbs.com,17
fresnobee.com,miamiherald.com,17
timesdaily.com,twincities.com,17
startribune.com,sun-sentinel.com,17
keralaonline.com,timesofindia.indiatimes.com,17
scienceblog.com,sciencedaily.com,17
aol.smartmoney.com,pcquote.smartmoney.com,17
aol.smartmoney.com,smartmoney.com,17
pcquote.smartmoney.com,smartmoney.com,17
ca.rd.yahoo.com,mobile.alertnet.org,17
huffingtonpost.com,news.sympatico.msn.cbc.ca,17
azfamily.com,casperstartribune.net,17
news.smh.com.au,northernstar.com.au,17
diariodeibiza.es,elmundo.es,17
elmundo.es,laopinion.es,17
news.com.au,thewest.com.au,17
mobile.alertnet.org,uk.reuters.com,17
cjonline.com,dnj.midsouthnews.com,17
cjonline.com,newsobserver.com,17
cjonline.com,norwichbulletin.com,17
cjonline.com,wnep.com,17
dnj.midsouthnews.com,norwichbulletin.com,17
dnj.midsouthnews.com,wnep.com,17
newsobserver.com,norwichbulletin.com,17
newsobserver.com,wnep.com,17
norwichbulletin.com,wnep.com,17
portfolio.com,postchronicle.com,17
portfolio.com,reuters.com,17
birminghampost.net,halifaxcourier.co.uk,17
coventrytelegraph.net,halifaxcourier.co.uk,17
halifaxcourier.co.uk,icbirmingham.icnetwork.co.uk,17
halifaxcourier.co.uk,iccheshireonline.icnetwork.co.uk,17
halifaxcourier.co.uk,icscotland.icnetwork.co.uk,17
halifaxcourier.co.uk,icsolihull.icnetwork.co.uk,17
au.rd.yahoo.com,postchronicle.com,17
celebrityspotlight.co.uk,uk.news.yahoo.com,17
khou.com,phillyburbs.com,17
acnnewswire.net,earthtimes.org,17
ananova.com,marketrasentoday.co.uk,17
birminghampost.net,marketrasentoday.co.uk,17
breakingnews.ie,ichuddersfield.icnetwork.co.uk,17
icbirmingham.icnetwork.co.uk,louthleader.co.uk,17
louthleader.co.uk,mirror.co.uk,17
kwqc.com,salon.com,17
images.salon.com,sltrib.com,17
salon.com,sltrib.com,17
football.co.uk,rss.feedsportal.com,17
alertnet.org,in.reuters.com,17
wiadomosci.onet.pl,wprost.pl,17
bellinghamherald.com,mcall.com,17
mcall.com,phillyburbs.com,17
n24.de,rp-online.de,17
brandonsun.com,sacbee.com,17
dailyadvance.com,images.salon.com,17
birminghammail.net,louthleader.co.uk,17
icscotland.icnetwork.co.uk,louthleader.co.uk,17
feeds.sfgate.com,heraldonline.com,17
feeds.sfgate.com,kentucky.com,17
ad-hoc-news.de,stern.de,17
givemefootball.com,teamtalk.com,17
brighousetoday.co.uk,liverpooldailypost.co.uk,17
express.lineone.net,icbirmingham.icnetwork.co.uk,17
express.lineone.net,icsolihull.icnetwork.co.uk,17
dnaindia.com,sports.in.msn.com,17
abc3340.com,bellinghamherald.com,17
abc3340.com,kentucky.com,17
bismarcktribune.com,idahostatesman.com,17
cgi.cnn.com,geeklikeme.net,17
cnn.com,geeklikeme.net,17
dynamic.cnn.com,geeklikeme.net,17
edition.cnn.com,geeklikeme.net,17
geeklikeme.net,premium.cnn.com,17
geeklikeme.net,rss.cnn.com,17
geeklikeme.net,topics.cnn.com,17
ad-hoc-news.de,mmnews.de,17
mmnews.de,presseportal.de,17
financial.de,presseportal.de,17
fr.news.yahoo.com,rss.feedsportal.com,17
abc.es,farodevigo.es,17
abc.es,laopiniondezamora.es,17
diariodemallorca.es,elecodiario.es,17
diarioinformacion.com,rtve.es,17
elecodiario.es,laopiniondemalaga.es,17
farodevigo.es,rtve.es,17
laopiniondemurcia.es,rtve.es,17
laopiniondezamora.es,rtve.es,17
laprovincia.es,rtve.es,17
broadcastnewsroom.com,pr-inside.com,17
bnd.com,clkurl.com,17
express.lineone.net,icnorthwales.icnetwork.co.uk,17
presseportal.de,pressrelations.de,17
acnnewswire.net,pr-inside.com,17
rss.feedsportal.com,sportbox.tv,17
business.itbusinessnet.com,mediaworkstation.com,17
sports.espn.go.com,startribune.com,16
ajc.com,mywesttexas.com,16
bnd.com,guardian.co.uk,16
boston.com,journaltimes.com,16
boston.com,rapidcityjournal.com,16
chippewa.com,washingtontimes.com,16
examiner.com,washingtonpost.com,16
google.com,napavalleyregister.com,16
guardian.co.uk,rapidcityjournal.com,16
mywesttexas.com,us.rd.yahoo.com,16
rapidcityjournal.com,startribune.com,16
rssfeeds.usatoday.com,us.rd.yahoo.com,16
usatoday.com,washingtonpost.com,16
boston.com,breakingnews.ie,16
breakingnews.ie,huffingtonpost.com,16
ctv.ca,huffingtonpost.com,16
digitalprosound.com,postchronicle.com,16
in.reuters.com,postchronicle.com,16
digital.asiaone.com,news.brisbanetimes.com.au,16
digital.asiaone.com,news.smh.com.au,16
digital.asiaone.com,us.rd.yahoo.com,16
adn.com,buffalonews.com,16
bellinghamherald.com,columbiamissourian.com,16
bnd.com,buffalonews.com,16
dailyherald.com,idahostatesman.com,16
dailyherald.com,wsbradio.com,16
herald-zeitung.com,ledger-enquirer.com,16
kentucky.com,wsbradio.com,16
the-dispatch.com,wsbradio.com,16
msnbc.msn.com,nbcchicago.com,16
mywesttexas.com,newsvine.com,16
southcoasttoday.com,theledger.com,16
cbs5.com,forbes.com,16
au.rd.yahoo.com,uk.news.yahoo.com,16
bismarcktribune.com,foxnews.com,16
casperstartribune.net,ksl.com,16
foxnews.com,huffingtonpost.com,16
foxnews.com,timesdaily.com,16
foxnews.com,wbt.com,16
npr.org,tdn.com,16
timesdaily.com,www2.journalnow.com,16
forbes.com,ktla.trb.com,16
images.salon.com,ktla.trb.com,16
ktla.trb.com,salon.com,16
media.idahostatesman.com,townhall.com,16
cbs5.com,startribune.com,16
chippewa.com,moneycentral.msn.com,16
fremonttribune.com,google.com,16
huffingtonpost.com,marketplace.publicradio.org,16
huffingtonpost.com,tri-cityherald.com,16
kansascity.com,thetimesonline.com,16
bismarcktribune.com,journaltimes.com,16
blueridgenow.com,journalstar.com,16
breitbart.com,thetimesonline.com,16
casperstartribune.net,napavalleyregister.com,16
casperstartribune.net,siouxcityjournal.com,16
fremonttribune.com,wbt.com,16
images.forbes.com,journaltimes.com,16
philly.com,wcfcourier.com,16
bismarcktribune.com,tucsoncitizen.com,16
breakingnews.iol.ie,guardian.co.uk,16
chippewa.com,newsmax.com,16
jg-tc.com,newsmax.com,16
washingtontimes.com,washtimes.com,16
examiner.com,freep.com,16
guardian.co.uk,msnbc.msn.com,16
chronicle.augusta.com,newsobserver.com,16
newsobserver.com,seattletimes.nwsource.com,16
msnbc.msn.com,pheedo.msnbc.msn.com,16
brisbanetimes.com.au,news.com.au,16
abc.es,hoy.es,16
buckinghamshireadvertiser.co.uk,walesonline.co.uk,16
casperstartribune.net,wsbradio.com,16
journalstar.com,wsbradio.com,16
tdn.com,wsbradio.com,16
images.salon.com,journalstar.com,16
bismarcktribune.com,daytondailynews.com,16
startribune.com,themorningsun.com,16
abc3340.com,blueridgenow.com,16
wbt.com,wral.com,16
mcall.com,salon.com,16
mcall.com,startribune.com,16
gazette.com,lohud.com,16
sunjournal.com,vaildaily.com,16
news.com.au,stuff.co.nz,16
businessweek.com,media.adn.com,16
cbc.ca,origin.www.cbc.ca,16
origin.www.cbc.ca,toronto.cbc.ca,16
origin.www.cbc.ca,vancouver.cbc.ca,16
boston.com,uk.reuters.com,16
chron.com,washingtonpost.com,16
abc3340.com,google.com,16
canadaeast.com,salon.com,16
ellesmereportstandard.co.uk,liverpoolecho.co.uk,16
ellesmereportstandard.co.uk,sundaysun.co.uk,16
24dash.com,dailypost.co.uk,16
24dash.com,mirror.co.uk,16
freep.com,newsvine.com,16
abc3340.com,kstp.com,16
channelnewsasia.com,nst.com.my,16
canadaeast.com,elections.foxnews.com,16
news.brisbanetimes.com.au,thedaily.com.au,16
breitbart.com,businessweek.com,16
heraldonline.com,media.adn.com,16
ajc.com,moneycentral.msn.com,16
latimes.com,newsvine.com,16
media.idahostatesman.com,reflector.com,16
reflector.com,statesman.com,16
channelnewsasia.com,zeenews.com,16
kold.com,kplctv.com,16
business.inquirer.net,uk.news.yahoo.com,16
boston.com,mercedsunstar.com,16
breakingnews.nypost.com,breitbart.com,16
breakingnews.nypost.com,freep.com,16
breakingnews.nypost.com,hosted.ap.org,16
breakingnews.nypost.com,images.salon.com,16
breakingnews.nypost.com,salon.com,16
breakingnews.nypost.com,timesdaily.com,16
chippewa.com,mercedsunstar.com,16
freep.com,hosted.ap.org,16
freep.com,wbt.com,16
fresnobee.com,guardian.co.uk,16
fresnobee.com,wsbradio.com,16
images.salon.com,mercedsunstar.com,16
kentucky.com,tdn.com,16
mercedsunstar.com,tdn.com,16
mercedsunstar.com,wbt.com,16
media.adn.com,miamiherald.com,16
cbsnews.com,wtopnews.com,16
ksl.com,washingtonpost.com,16
miamiherald.com,washingtonpost.com,16
daytondailynews.com,feeds.sfgate.com,16
europapress.es,gentedigital.es,16
kentucky.com,washingtontimes.com,16
google.com,nst.com.my,16
timesofindia.indiatimes.com,uk.news.yahoo.com,16
mcclatchydc.com,newsobserver.com,16
marketplace.publicradio.org,salon.com,16
klastv.com,lasvegasnow.com,16
ca.rd.yahoo.com,google.com,16
dailymercury.com.au,news.ninemsn.com.au,16
newsvine.com,usatoday.com,16
fr.news.yahoo.com,lemonde.fr,16
news.ninemsn.com.au,northernstar.com.au,16
news.smh.com.au,smh.com.au,16
abc3340.com,statesman.com,16
blueridgenow.com,ocala.com,16
actualidad.terra.es,lavanguardia.es,16
abc3340.com,npr.org,16
casperstartribune.net,khou.com,16
clkurl.com,npr.org,16
jg-tc.com,khou.com,16
khou.com,philly.com,16
feeds.pcworld.com,pcadvisor.co.uk,16
feeds.pcworld.com,rss.feedsportal.com,16
techworld.com,us.rd.yahoo.com,16
feeds.sfgate.com,sfgate.com,16
chippewa.com,chron.com,16
chron.com,wbt.com,16
24dash.com,breakingnews.ie,16
ananova.com,louthleader.co.uk,16
birminghampost.net,louthleader.co.uk,16
breakingnews.ie,dailypost.co.uk,16
guardian.co.uk,marketrasentoday.co.uk,16
ichuddersfield.icnetwork.co.uk,rss.feedsportal.com,16
breitbart.com,citizen.co.za,16
daytondailynews.com,newsobserver.com,16
bnd.com,phillyburbs.com,16
alertnet.org,thestar.com.my,16
heraldonline.com,tdn.com,16
heraldonline.com,mcall.com,16
kentucky.com,mcall.com,16
hosted.ap.org,statesman.com,16
abc.es,laopinion.es,16
ad-hoc-news.de,n24.de,16
boston.com,khou.com,16
dnaindia.com,hindustantimes.com,16
sportinglife.com,tribalfootball.com,16
football.co.uk,tribalfootball.com,16
breakingnews.ie,sundaysun.co.uk,16
examiner.co.uk,halifaxcourier.co.uk,16
examiner.co.uk,louthleader.co.uk,16
halifaxcourier.co.uk,louthleader.co.uk,16
dnaindia.com,expressindia.com,16
brighousetoday.co.uk,iccoventry.icnetwork.co.uk,16
chroniclelive.co.uk,thenorthernecho.co.uk,16
europapress.es,lanacion.es,16
fr.news.yahoo.com,lalibre.be,16
presseportal.de,stadtblogs.de,16
iol.co.za,mg.co.za,16
heraldo.es,laopinion.es,16
broadcastnewsroom.com,www2.marketwire.com,16
fresnobee.com,pantagraph.com,16
chroniclelive.co.uk,marketrasentoday.co.uk,16
hoy.es,soitu.es,16
football.co.uk,thenorthernecho.co.uk,16
football.co.uk,thisisthenortheast.co.uk,16
aylesburytoday.co.uk,guardian.co.uk,16
aylesburytoday.co.uk,hounslowchronicle.co.uk,16
aylesburytoday.co.uk,ichuddersfield.icnetwork.co.uk,16
gospodarka.gazeta.pl,wiadomosci.onet.pl,16
dealbook.blogs.nytimes.com,gadsdentimes.com,16
dealbook.blogs.nytimes.com,ocala.com,16
dealbook.blogs.nytimes.com,starnewsonline.com,16
dealbook.blogs.nytimes.com,wilmingtonstar.com,16
globenewswire.com,marketwatch.com,16
azfamily.com,wbt.com,16
daytondailynews.com,wbt.com,16
khou.com,wbt.com,16
khou.com,wtkr.com,16
media.adn.com,wbt.com,16
pe.com,wtkr.com,16
wbt.com,wtkr.com,16
newsobserver.com,sports.espn.go.com,15
freep.com,www2.journalnow.com,15
gazette.com,www2.journalnow.com,15
euractiv.com,feeds.reuters.com,15
it-director.com,news.bbc.co.uk,15
ajc.com,wtopnews.com,15
boston.com,washingtontimes.com,15
examiner.com,google.com,15
huffingtonpost.com,washingtontimes.com,15
sacbee.com,wtopnews.com,15
canadaeast.com,forbes.com,15
ellesmereportstandard.co.uk,lep.co.uk,15
feeds.reuters.com,in.reuters.com,15
abc.net.au,news.brisbanetimes.com.au,15
abc.net.au,news.smh.com.au,15
abc.net.au,news.theage.com.au,15
iol.co.za,uk.news.yahoo.com,15
ecoearth.info,waterconserve.org,15
bnd.com,idahostatesman.com,15
bnd.com,kansascity.com,15
bnd.com,media.adn.com,15
breitbart.com,usatoday.com,15
columbiamissourian.com,columbian.com,15
guardian.co.uk,ksl.com,15
idahostatesman.com,wsbradio.com,15
images.salon.com,the-dispatch.com,15
media.adn.com,wsbradio.com,15
foxnews.com,freep.com,15
freep.com,msnbc.msn.com,15
dailyherald.com,journaltimes.com,15
dailyherald.com,newsvine.com,15
dailyherald.com,rapidcityjournal.com,15
nashuatelegraph.com,seacoastonline.com,15
southcoasttoday.com,tdn.com,15
abc.net.au,reuters.com,15
boston.com,npr.org,15
boston.com,www2.journalnow.com,15
herald-zeitung.com,www2.journalnow.com,15
buffalonews.com,moneycentral.msn.com,15
columbian.com,columbustelegram.com,15
columbian.com,fremonttribune.com,15
columbian.com,journaltimes.com,15
columbian.com,napavalleyregister.com,15
columbian.com,nwitimes.com,15
columbian.com,rapidcityjournal.com,15
columbian.com,siouxcityjournal.com,15
columbian.com,thetimesonline.com,15
marketplace.publicradio.org,wcfcourier.com,15
moneycentral.msn.com,thetimesonline.com,15
bismarcktribune.com,rapidcityjournal.com,15
blueridgenow.com,jg-tc.com,15
boston.com,fremonttribune.com,15
boston.com,nwitimes.com,15
fremonttribune.com,images.forbes.com,15
google.com,jg-tc.com,15
images.forbes.com,rapidcityjournal.com,15
images.forbes.com,siouxcityjournal.com,15
images.forbes.com,thetimesonline.com,15
jg-tc.com,journaltimes.com,15
thetimesonline.com,wbt.com,15
breakingnews.iol.ie,forbes.com,15
casperstartribune.net,washingtontimes.com,15
images.forbes.com,newsmax.com,15
jg-tc.com,tucsoncitizen.com,15
jg-tc.com,washingtontimes.com,15
newsmax.com,philly.com,15
seattletimes.nwsource.com,timesdaily.com,15
newsday.com,startribune.com,15
breakingnews.nypost.com,startribune.com,15
examiner.com,firstcoastnews.com,15
firstcoastnews.com,startribune.com,15
americanchronicle.com,media.idahostatesman.com,15
media.adn.com,sfgate.com,15
casperstartribune.net,newsobserver.com,15
journalstar.com,newsobserver.com,15
carrollcounty.com,guardian.co.uk,15
abc.es,elmundo.es,15
abc3340.com,columbiamissourian.com,15
charlotteobserver.com,columbiamissourian.com,15
huffingtonpost.com,newsday.com,15
uk.news.yahoo.com,walesonline.co.uk,15
bismarcktribune.com,wsbradio.com,15
pantagraph.com,wsbradio.com,15
nwitimes.com,salon.com,15
bismarcktribune.com,washingtonpost.com,15
mywesttexas.com,wsbradio.com,15
blueridgenow.com,phillyburbs.com,15
images.salon.com,theday.com,15
sacbee.com,wral.com,15
abc3340.com,firstcoastnews.com,15
firstcoastnews.com,images.salon.com,15
livenews.com.au,pr-inside.com,15
chron.com,kansascity.com,15
kansascity.com,seattletimes.nwsource.com,15
breakingnews.iol.ie,rss.feedsportal.com,15
mirror.co.uk,rss.feedsportal.com,15
abc.es,lavanguardia.es,15
bnd.com,breakingnews.nypost.com,15
businessweek.com,ledger-enquirer.com,15
chron.com,fresnobee.com,15
forbes.com,hollandsentinel.com,15
